Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
PS2,Antigo,Action,Sony Computer Entertainment,Medio alto,Medio,Baixissimo,Baixissimo,Medio
WiiU,Medio,Misc,Nintendo,Medio alto,Medio,Baixissimo,Baixissimo,Medio
Wii,Medio,Misc,Ubisoft,Medio alto,Medio,Baixissimo,Baixissimo,Medio
PS2,Antigo,Sports,Activision,Medio alto,Medio,Baixissimo,Baixissimo,Medio
PS2,Medio,Sports,Konami Digital Entertainment,Baixissimo,Medio,Medio,Baixo,Medio
X360,Medio,Role-Playing,Take-Two Interactive,Medio alto,Medio,Baixissimo,Baixissimo,Medio
NES,Muito antigo,Adventure,Nintendo,Medio,Baixissimo,Medio,Baixissimo,Medio
PS2,Antigo,Racing,Electronic Arts,Medio,Medio,Baixissimo,Baixissimo,Medio
PS3,Medio,Shooter,Sony Computer Entertainment,Medio,Medio,Baixissimo,Baixo,Medio
GEN,Muito antigo,Platform,Sega,Medio alto,Baixo,Baixissimo,Baixissimo,Medio
PS2,Antigo,Role-Playing,Square Enix,Medio,Baixo,Medio,Baixissimo,Medio
X360,Novo,Sports,Electronic Arts,Baixo,Medio alto,Baixissimo,Baixissimo,Medio
X360,Novo,Shooter,Activision,Medio alto,Medio,Baixissimo,Baixissimo,Medio
?,Muito antigo,Shooter,Atari,Medio alto,Baixissimo,Baixissimo,Baixissimo,Medio
X360,Medio,Role-Playing,Microsoft Game Studios,Medio alto,Medio,Baixissimo,Baixissimo,Medio
XOne,Novo,Shooter,Microsoft Game Studios,Medio alto,Medio,Baixissimo,Baixissimo,Medio
WiiU,Novo,Platform,Nintendo,Medio,Medio,Baixo,Baixissimo,Medio
PS3,Medio,Action,Eidos Interactive,Medio,Medio,Baixissimo,Baixo,Medio
PS3,Medio,Action,Ubisoft,Medio,Medio,Baixissimo,Baixo,Medio
GBA,Antigo,Misc,Namco Bandai Games,Medio alto,Medio,Baixissimo,Baixissimo,Medio
PS2,Antigo,Action,Konami Digital Entertainment,Medio,Baixissimo,Baixo,Medio,Medio
PSP,Medio,Platform,Sony Computer Entertainment,Medio,Medio,Baixissimo,Baixo,Medio
PC,Muito antigo,Strategy,Activision,Medio,Medio,Baixissimo,Baixissimo,Medio
3DS,Medio,Action,Nintendo,Medio,Medio,Baixo,Baixissimo,Medio
PS2,Antigo,Sports,Electronic Arts,Baixo,Medio alto,Baixissimo,Baixo,Medio
PS2,Antigo,Misc,Sony Computer Entertainment,Baixo,Medio,Baixissimo,Baixo,Medio
PS4,Novo,Shooter,Sony Computer Entertainment,Medio,Medio,Baixissimo,Baixo,Medio
PS3,Medio,Racing,Sony Computer Entertainment,Medio,Medio,Baixo,Baixo,Medio
X360,Medio,Action,Ubisoft,Medio,Medio,Baixissimo,Baixissimo,Medio
PS3,Medio,Fighting,Capcom,Medio,Medio,Baixo,Baixo,Medio
X360,Medio,Sports,Electronic Arts,Baixo,Medio alto,Baixissimo,Baixo,Medio
NES,Muito antigo,Action,Palcom,Medio alto,Baixissimo,Baixissimo,Baixissimo,Medio
NES,Muito antigo,Racing,Nintendo,Medio,Baixissimo,Medio,Baixissimo,Medio
PS,Muito antigo,Action,Hasbro Interactive,Medio alto,Baixissimo,Baixissimo,Baixissimo,Medio
PS2,Antigo,Sports,Electronic Arts,Medio alto,Baixissimo,Baixissimo,Baixo,Medio
PS4,Novo,Action,Ubisoft,Medio,Medio,Baixissimo,Baixo,Medio
PC,Muito antigo,Shooter,Vivendi Games,Medio alto,Baixissimo,Baixissimo,Baixissimo,Medio
SNES,Muito antigo,Platform,Nintendo,Medio,Baixo,Medio,Baixissimo,Medio
PS2,Medio,Sports,Electronic Arts,Baixo,Medio,Baixissimo,Baixo,Medio
Wii,Medio,Action,Nintendo,Medio,Medio,Baixissimo,Baixissimo,Medio
SNES,Muito antigo,Fighting,Capcom,Medio,Baixo,Medio,Baixissimo,Medio
Wii,Medio,Misc,Take-Two Interactive,Medio,Medio,Baixissimo,Baixissimo,Medio
XOne,Novo,Role-Playing,Bethesda Softworks,Medio,Medio,Baixissimo,Baixissimo,Medio
PC,Medio,Role-Playing,Activision,Medio alto,Medio,Baixissimo,Baixissimo,Medio
X360,Medio,Role-Playing,Bethesda Softworks,Medio alto,Medio,Baixissimo,Baixissimo,Medio
PS2,Medio,Action,Sony Computer Entertainment,Medio,Baixissimo,Baixissimo,Medio,Medio
X360,Medio,Racing,Microsoft Game Studios,Medio,Medio,Baixissimo,Baixissimo,Medio
PS2,Antigo,Sports,Konami Digital Entertainment,Baixissimo,Medio,Baixo,Baixo,Medio
PS,Muito antigo,Misc,Sony Computer Entertainment,Medio,Medio,Baixissimo,Baixissimo,Medio
PS2,Antigo,Fighting,Namco Bandai Games,Medio,Medio,Baixo,Baixissimo,Medio
PS4,Novo,Shooter,Ubisoft,Medio,Medio,Baixissimo,Baixo,Medio
N64,Muito antigo,Shooter,Nintendo,Medio alto,Baixo,Baixo,Baixissimo,Medio
PS4,Novo,Misc,Sony Computer Entertainment Europe,Medio,Medio,Baixissimo,Baixo,Medio
NES,Muito antigo,Sports,Nintendo,Medio,Baixissimo,Medio,Baixissimo,Medio
PS3,Medio,Role-Playing,Bethesda Softworks,Medio,Medio,Baixissimo,Baixo,Medio
DS,Medio,Puzzle,Nintendo,Baixo,Medio,Baixo,Baixissimo,Medio
X360,Medio,Shooter,Electronic Arts,Medio alto,Baixo,Baixissimo,Baixissimo,Medio
PS2,Antigo,Misc,Namco Bandai Games,Medio,Medio,Baixissimo,Baixo,Medio
Wii,Medio,Sports,Electronic Arts,Medio,Medio,Baixissimo,Baixissimo,Medio
PS4,Novo,Action,Ubisoft,Medio,Medio,Baixissimo,Baixo,Medio
GB,Muito antigo,Platform,Nintendo,Medio,Baixo,Medio,Baixissimo,Medio
PS2,Antigo,Sports,Activision,Medio,Medio,Baixissimo,Baixissimo,Medio
PS3,Novo,Action,Ubisoft,Medio,Medio,Baixissimo,Baixo,Medio
3DS,Novo,Role-Playing,Nintendo,Baixo,Baixissimo,Medio alto,Baixissimo,Medio
PS3,Medio,Racing,Sony Computer Entertainment,Medio,Medio,Baixissimo,Baixo,Medio
PC,Medio,Role-Playing,Bethesda Softworks,Medio,Medio,Baixissimo,Baixo,Medio
PS2,Antigo,Fighting,Namco Bandai Games,Baixo,Medio,Baixissimo,Baixo,Medio
NES,Muito antigo,Role-Playing,Enix Corporation,Baixissimo,Baixissimo,Medio alto,Baixissimo,Medio
PS3,Medio,Sports,Sony Computer Entertainment,Medio,Medio,Baixissimo,Baixo,Medio
PS4,Novo,Sports,Take-Two Interactive,Medio,Baixo,Baixissimo,Baixo,Medio
PS2,Antigo,Sports,Konami Digital Entertainment,Baixissimo,Medio,Medio,Baixo,Medio
DS,Medio,Misc,Nintendo,Baixo,Medio,Medio,Baixissimo,Medio
PS,Muito antigo,Misc,Sony Computer Entertainment,Medio,Medio,Baixissimo,Baixissimo,Medio
GB,Muito antigo,Action,Nintendo,Medio,Baixo,Baixo,Baixissimo,Medio
DS,Medio,Role-Playing,Nintendo,Medio,Baixissimo,Baixo,Baixissimo,Medio
Wii,Medio,Misc,Nintendo,Medio,Medio,Baixissimo,Baixissimo,Medio
3DS,Medio,Simulation,Nintendo,Medio,Medio,Baixo,Baixissimo,Medio
PS4,Novo,Action,Warner Bros Interactive Entertainment,Medio,Medio,Baixissimo,Baixo,Medio
Wii,Medio,Sports,Sega,Medio,Medio,Baixissimo,Baixissimo,Medio
X360,Medio,Action,Activision,Medio,Medio,Baixissimo,Baixissimo,Medio
PS,Muito antigo,Action,Virgin Interactive,Medio,Medio,Baixissimo,Baixissimo,Medio
PSP,Medio,Platform,Sony Computer Entertainment,Medio,Medio,Baixissimo,Baixo,Medio
Wii,Novo,Misc,Ubisoft,Medio,Medio,Baixissimo,Baixissimo,Medio
PC,Antigo,Simulation,Electronic Arts,Medio,Medio,Baixissimo,Baixissimo,Medio
Wii,Medio,Platform,Nintendo,Medio,Baixo,Baixo,Baixissimo,Medio
PS,Antigo,Action,Electronic Arts,Medio,Medio,Baixissimo,Baixissimo,Medio
PS4,Novo,Role-Playing,Namco Bandai Games,Baixo,Medio,Baixissimo,Baixo,Medio
PS,Muito antigo,Action,Eidos Interactive,Medio,Baixo,Medio,Baixissimo,Medio
PS,Antigo,Platform,Sony Computer Entertainment,Medio,Medio,Baixissimo,Baixissimo,Medio
PS2,Antigo,Sports,Electronic Arts,Baixo,Medio,Baixissimo,Baixo,Medio
GB,Muito antigo,Strategy,Nintendo,Medio,Baixo,Medio,Baixissimo,Medio
PS3,Novo,Shooter,Electronic Arts,Medio,Medio,Baixissimo,Baixo,Medio
DS,Medio,Simulation,Electronic Arts,Medio,Medio,Baixissimo,Baixissimo,Medio
DS,Medio,Misc,Nintendo,Baixissimo,Baixissimo,Medio alto,Baixissimo,Medio
PS2,Antigo,Sports,Activision,Medio,Medio,Baixissimo,Baixissimo,Medio
PSP,Antigo,Racing,Take-Two Interactive,Medio,Medio,Baixissimo,Baixo,Medio
N64,Muito antigo,Platform,Nintendo,Medio,Medio,Baixo,Baixissimo,Medio
PS2,Antigo,Shooter,Sony Computer Entertainment,Medio alto,Baixo,Baixissimo,Baixissimo,Medio
Wii,Medio,Misc,Activision,Medio,Baixo,Baixissimo,Baixissimo,Medio
PS3,Novo,Racing,Sony Computer Entertainment,Baixo,Medio,Baixissimo,Baixo,Medio
PS2,Antigo,Platform,Sony Computer Entertainment,Medio,Medio,Baixissimo,Baixissimo,Medio
N64,Muito antigo,Simulation,Nintendo,Medio,Baixo,Baixo,Baixissimo,Medio
PS3,Medio,Sports,Electronic Arts,Baixo,Medio,Baixissimo,Baixo,Medio
PS2,Medio,Sports,Konami Digital Entertainment,Baixissimo,Baixissimo,Baixo,Medio alto,Medio
PS4,Novo,Shooter,Activision,Medio,Medio,Baixissimo,Baixissimo,Medio
PS2,Antigo,Action,Capcom,Medio,Baixo,Baixissimo,Baixissimo,Medio
PS4,Novo,Shooter,Ubisoft,Medio,Medio,Baixissimo,Baixo,Medio
PS2,Antigo,Shooter,LucasArts,Medio,Medio,Baixissimo,Baixissimo,Medio
PC,Muito antigo,Shooter,Virgin Interactive,Medio,Medio,Baixissimo,Baixissimo,Medio
PS2,Antigo,Racing,Electronic Arts,Medio,Medio,Baixissimo,Baixissimo,Medio
DS,Medio,Simulation,505 Games,Medio,Medio,Baixissimo,Baixissimo,Medio
GC,Antigo,Action,Nintendo,Medio,Baixo,Baixissimo,Baixissimo,Medio
PS2,Antigo,Shooter,LucasArts,Medio,Medio,Baixissimo,Baixissimo,Medio
PS,Antigo,Fighting,THQ,Medio,Medio,Baixissimo,Baixissimo,Medio
PS,Muito antigo,Platform,Fox Interactive,Medio,Medio,Baixissimo,Baixissimo,Medio
PS2,Medio,Action,Take-Two Interactive,Medio,Medio,Baixissimo,Baixissimo,Medio
PS2,Antigo,Action,Sony Computer Entertainment,Medio,Medio,Baixissimo,Baixissimo,Medio
PS,Muito antigo,Action,Eidos Interactive,Medio,Medio,Baixissimo,Baixissimo,Medio
PS2,Antigo,Shooter,Electronic Arts,Medio,Medio,Baixissimo,Baixissimo,Medio
PS2,Antigo,Action,Eidos Interactive,Medio,Medio,Baixissimo,Baixissimo,Medio
X360,Novo,Shooter,Electronic Arts,Medio,Medio,Baixissimo,Baixissimo,Medio
X360,Medio,Sports,Electronic Arts,Baixo,Medio,Baixissimo,Baixissimo,Medio
PS,Antigo,Action,THQ,Medio,Medio,Baixissimo,Baixissimo,Medio
PS,Muito antigo,Platform,Sony Computer Entertainment,Medio,Medio,Baixissimo,Baixissimo,Medio
X360,Medio,Shooter,Electronic Arts,Medio alto,Baixissimo,Baixissimo,Baixissimo,Medio
DS,Medio,Sports,Sega,Medio,Medio,Baixissimo,Baixissimo,Medio
X360,Medio,Action,Capcom,Medio,Baixo,Baixissimo,Baixissimo,Medio
SNES,Muito antigo,Platform,Nintendo,Medio,Baixissimo,Medio,Baixissimo,Medio
X360,Medio,Action,Ubisoft,Medio alto,Baixissimo,Baixissimo,Baixissimo,Medio
NES,Muito antigo,Action,Nintendo,Medio,Baixissimo,Medio,Baixissimo,Medio
X360,Medio,Action,Eidos Interactive,Medio,Baixo,Baixissimo,Baixissimo,Medio
DS,Medio,Misc,Nintendo,Baixo,Medio,Baixo,Baixissimo,Medio
PS2,Novo,Sports,Electronic Arts,Baixo,Medio,Baixissimo,Baixo,Medio
XOne,Novo,Shooter,Electronic Arts,Medio,Medio,Baixissimo,Baixissimo,Medio
X360,Medio,Shooter,Electronic Arts,Medio,Medio,Baixissimo,Baixissimo,Medio
DS,Medio,Misc,Activision,Medio,Medio,Baixissimo,Baixissimo,Medio
XOne,Novo,Action,Ubisoft,Medio,Baixo,Baixissimo,Baixissimo,Medio
PS3,Medio,Shooter,Ubisoft,Baixo,Medio,Baixissimo,Baixo,Medio
3DS,Novo,Role-Playing,Capcom,Baixissimo,Baixissimo,Medio alto,Baixissimo,Medio
X360,Medio,Shooter,Take-Two Interactive,Medio,Baixo,Baixissimo,Baixissimo,Medio
PS2,Antigo,Fighting,Namco Bandai Games,Medio,Medio,Baixissimo,Baixissimo,Medio
PS4,Novo,Shooter,Electronic Arts,Medio,Medio,Baixissimo,Baixissimo,Medio
PS3,Medio,Platform,Sony Computer Entertainment,Medio,Medio,Baixissimo,Baixissimo,Medio
PS,Muito antigo,Action,Take-Two Interactive,Medio,Medio,Baixissimo,Baixissimo,Medio
SNES,Muito antigo,Role-Playing,SquareSoft,Baixo,Baixissimo,Medio alto,Baixissimo,Medio
PS2,Antigo,Action,Activision,Medio,Medio,Baixissimo,Baixissimo,Medio
GB,Muito antigo,Racing,Nintendo,Medio,Baixo,Baixo,Baixissimo,Medio
PS2,Antigo,Sports,Electronic Arts,Baixissimo,Medio,Baixissimo,Baixo,Medio
PS,Antigo,Misc,Sony Computer Entertainment,Medio,Medio,Baixissimo,Baixissimo,Medio
X360,Medio,Action,Warner Bros Interactive Entertainment,Medio,Medio,Baixissimo,Baixissimo,Medio
PS4,Novo,Action,Konami Digital Entertainment,Medio,Medio,Baixissimo,Baixissimo,Medio
DS,Medio,Action,Nintendo,Medio,Baixo,Baixo,Baixissimo,Medio
PS,Muito antigo,Fighting,Acclaim Entertainment,Medio,Baixo,Baixissimo,Baixissimo,Medio
N64,Antigo,Action,Nintendo,Medio,Baixo,Baixo,Baixissimo,Medio
DS,Medio,Puzzle,Nintendo,Baixo,Medio,Baixo,Baixissimo,Medio
PS,Muito antigo,Adventure,THQ,Medio,Medio,Baixissimo,Baixissimo,Medio
X360,Novo,Action,Ubisoft,Medio,Medio,Baixissimo,Baixissimo,Medio
DS,Medio,Misc,Nintendo,Baixissimo,Baixo,Medio,Baixissimo,Medio
PS2,Antigo,Shooter,Electronic Arts,Medio,Medio,Baixissimo,Baixissimo,Medio
PS2,Antigo,Platform,Sony Computer Entertainment,Medio,Medio,Baixo,Baixissimo,Medio
Wii,Medio,Misc,Nintendo,Medio,Medio,Baixo,Baixissimo,Medio
PS2,Antigo,Action,LucasArts,Medio,Medio,Baixissimo,Baixissimo,Medio
PS2,Antigo,Shooter,Take-Two Interactive,Medio,Medio,Baixissimo,Baixissimo,Medio
PS2,Antigo,Action,Electronic Arts,Medio,Medio,Baixissimo,Baixissimo,Medio
PS4,Novo,Action,Ubisoft,Baixo,Medio,Baixissimo,Baixissimo,Medio
XOne,Novo,Shooter,Activision,Medio,Baixo,Baixissimo,Baixissimo,Medio
PS2,Antigo,Action,Activision,Medio,Medio,Baixissimo,Baixissimo,Medio
Wii,Medio,Misc,Nintendo,Medio,Medio,Baixissimo,Baixissimo,Medio
PSP,Medio,Racing,Sony Computer Entertainment,Baixissimo,Medio,Baixissimo,Baixo,Medio
3DS,Novo,Action,Capcom,Baixissimo,Baixissimo,Medio alto,Baixissimo,Medio
PS,Muito antigo,Fighting,Sony Computer Entertainment,Baixo,Medio,Baixo,Baixissimo,Medio
XOne,Novo,Sports,Electronic Arts,Baixo,Medio,Baixissimo,Baixissimo,Medio
PS3,Medio,Adventure,Take-Two Interactive,Medio,Medio,Baixissimo,Baixo,Medio
PS4,Novo,Sports,Electronic Arts,Medio,Baixissimo,Baixissimo,Baixo,Medio
3DS,Novo,Role-Playing,Nintendo,Baixissimo,Baixissimo,Medio alto,Baixissimo,Medio
PS,Muito antigo,Shooter,Electronic Arts,Medio,Medio,Baixissimo,Baixissimo,Medio
NES,Muito antigo,Sports,Nintendo,Baixo,Baixissimo,Medio,Baixissimo,Medio
SNES,Muito antigo,Fighting,Nintendo,Medio,Baixo,Baixissimo,Baixissimo,Medio
PS,Antigo,Fighting,THQ,Medio,Medio,Baixissimo,Baixissimo,Medio
PSP,Medio,Role-Playing,Square Enix,Medio,Baixo,Baixo,Baixissimo,Medio
PSP,Medio,Action,Sony Computer Entertainment,Medio,Medio,Baixissimo,Baixo,Medio
SNES,Muito antigo,Role-Playing,Enix Corporation,Baixissimo,Baixissimo,Medio alto,Baixissimo,Medio
X360,Medio,Misc,MTV Games,Medio,Baixo,Baixissimo,Baixissimo,Medio
PS2,Antigo,Action,Atari,Medio,Medio,Baixissimo,Baixissimo,Medio
WiiU,Novo,Platform,Nintendo,Medio,Baixo,Baixo,Baixissimo,Medio
PS3,Medio,Role-Playing,Bethesda Softworks,Medio,Medio,Baixissimo,Baixissimo,Medio
Wii,Novo,Action,Warner Bros Interactive Entertainment,Medio,Medio,Baixissimo,Baixissimo,Medio
DS,Medio,Misc,Nintendo,Baixo,Baixo,Medio,Baixissimo,Medio
PS2,Antigo,Simulation,Sony Computer Entertainment Europe,Medio,Baixo,Baixissimo,Baixissimo,Medio
DS,Medio,Adventure,Disney Interactive Studios,Medio,Baixo,Baixissimo,Baixissimo,Medio
GC,Antigo,Simulation,Nintendo,Medio,Baixissimo,Baixo,Baixissimo,Medio
DS,Medio,Action,Warner Bros Interactive Entertainment,Medio,Medio,Baixissimo,Baixissimo,Medio
DS,Antigo,Platform,Sega,Medio,Medio,Baixissimo,Baixissimo,Medio
PS3,Medio,Shooter,Capcom,Baixo,Baixo,Baixo,Baixissimo,Medio
XOne,Novo,Shooter,Microsoft Game Studios,Medio,Baixo,Baixissimo,Baixissimo,Medio
PS2,Medio,Sports,Electronic Arts,Baixo,Baixissimo,Baixissimo,Medio,Medio
PS,Antigo,Action,Activision,Medio,Medio,Baixissimo,Baixissimo,Medio
PS,Muito antigo,Racing,Electronic Arts,Medio,Baixo,Baixissimo,Baixissimo,Medio
N64,Muito antigo,Racing,Nintendo,Medio,Baixo,Baixissimo,Baixissimo,Medio
DS,Medio,Misc,Nintendo,Baixo,Baixo,Medio,Baixissimo,Medio
PS3,Medio,Role-Playing,Ubisoft,Medio,Baixo,Baixissimo,Baixissimo,Medio
NES,Muito antigo,Role-Playing,Enix Corporation,Baixissimo,Baixissimo,Medio alto,Baixissimo,Medio
PS3,Medio,Adventure,Sony Computer Entertainment,Medio,Medio,Baixissimo,Baixissimo,Medio
X360,Medio,Role-Playing,Electronic Arts,Medio,Baixo,Baixissimo,Baixissimo,Medio
X360,Novo,Sports,Electronic Arts,Baixo,Medio,Baixissimo,Baixissimo,Medio
PS2,Antigo,Fighting,Atari,Medio,Baixissimo,Baixo,Baixissimo,Medio
PS2,Antigo,Sports,Electronic Arts,Medio,Baixissimo,Baixissimo,Baixissimo,Medio
NES,Muito antigo,Sports,Namco Bandai Games,Medio,Baixissimo,Baixo,Baixissimo,Medio
X360,Medio,Shooter,Take-Two Interactive,Medio,Baixo,Baixissimo,Baixissimo,Medio
3DS,Novo,Action,Nintendo,Medio,Baixo,Baixissimo,Baixissimo,Medio
GB,Muito antigo,Platform,Nintendo,Medio,Baixo,Baixo,Baixissimo,Medio
PC,Antigo,Simulation,Electronic Arts,Medio,Medio,Baixissimo,Baixissimo,Medio
X360,Medio,Role-Playing,Electronic Arts,Medio,Baixo,Baixissimo,Baixissimo,Medio
X360,Medio,Action,Activision,Medio,Baixo,Baixissimo,Baixissimo,Medio
X360,Medio,Shooter,Ubisoft,Medio,Medio,Baixissimo,Baixissimo,Medio
Wii,Medio,Platform,Disney Interactive Studios,Medio,Baixo,Baixissimo,Baixissimo,Medio
X360,Medio,Action,THQ,Medio,Baixo,Baixissimo,Baixissimo,Medio
PS,Muito antigo,Platform,Ubisoft,Medio,Medio,Baixissimo,Baixissimo,Medio
PS3,Medio,Shooter,Sony Computer Entertainment,Medio,Medio,Baixissimo,Baixissimo,Medio
XB,Antigo,Action,Ubisoft,Medio,Medio,Baixissimo,Baixissimo,Medio
NES,Muito antigo,Fighting,Nintendo,Medio,Baixissimo,Baixissimo,Baixissimo,Medio
PS2,Antigo,Sports,THQ,Medio,Medio,Baixissimo,Baixissimo,Medio
XOne,Novo,Shooter,Microsoft Game Studios,Medio,Baixissimo,Baixissimo,Baixissimo,Medio
X360,Medio,Sports,Take-Two Interactive,Medio alto,Baixissimo,Baixissimo,Baixissimo,Medio
PS2,Medio,Fighting,Atari,Medio,Baixissimo,Baixo,Medio,Medio
PS2,Novo,Fighting,?,Medio,Medio,Baixissimo,Baixissimo,Medio
PS4,Novo,Action,Warner Bros Interactive Entertainment,Medio,Medio,Baixissimo,Baixo,Medio
SNES,Muito antigo,Shooter,Nintendo,Medio,Baixo,Baixo,Baixissimo,Medio
PC,Antigo,Misc,Electronic Arts,Medio,Medio,Baixissimo,Baixissimo,Medio
PS2,Antigo,Sports,Konami Digital Entertainment,Baixissimo,Medio,Medio,Baixissimo,Medio
PS2,Antigo,Action,Capcom,Medio,Baixo,Baixo,Baixissimo,Medio
3DS,Novo,Simulation,Nintendo,Baixissimo,Baixo,Medio,Baixissimo,Medio
PS3,Medio,Shooter,Electronic Arts,Medio,Medio,Baixissimo,Baixissimo,Medio
PC,Novo,Simulation,Electronic Arts,Baixo,Medio,Baixissimo,Baixissimo,Medio
PC,Medio,Role-Playing,Electronic Arts,Medio,Medio,Baixissimo,Baixissimo,Medio
PS2,Antigo,Platform,Sega,Medio,Medio,Baixissimo,Baixissimo,Medio
DS,Medio,Platform,Nintendo,Medio,Baixissimo,Medio,Baixissimo,Medio
PS2,Antigo,Action,Eidos Interactive,Medio,Medio,Baixissimo,Baixissimo,Medio
X360,Medio,Fighting,Capcom,Medio,Baixo,Baixissimo,Baixissimo,Medio
N64,Muito antigo,Racing,Nintendo,Medio,Baixo,Baixissimo,Baixissimo,Medio
PS2,Antigo,Shooter,Sony Computer Entertainment,Medio,Baixo,Baixissimo,Baixissimo,Medio
PS2,Antigo,Fighting,THQ,Medio,Medio,Baixissimo,Baixissimo,Medio
PS3,Medio,Action,Sony Computer Entertainment,Medio,Baixo,Baixissimo,Baixissimo,Medio
GBA,Antigo,Puzzle,Atari,Medio,Baixo,Baixissimo,Baixissimo,Medio
X360,Medio,Role-Playing,Microsoft Game Studios,Medio,Baixo,Baixissimo,Baixissimo,Medio
Wii,Medio,Puzzle,Nintendo,Baixo,Medio,Baixo,Baixissimo,Medio
Wii,Medio,Simulation,505 Games,Medio,Medio,Baixissimo,Baixissimo,Medio
GBA,Antigo,Platform,Nintendo,Medio,Baixissimo,Baixo,Baixissimo,Medio
PS4,Novo,Sports,Electronic Arts,Baixo,Medio,Baixissimo,Baixissimo,Medio
XOne,Novo,Shooter,Electronic Arts,Medio,Baixo,Baixissimo,Baixissimo,Medio
PS2,Antigo,Misc,Sega,Medio,Medio,Baixissimo,Baixissimo,Medio
X360,Medio,Sports,Sega,Medio,Baixo,Baixissimo,Baixissimo,Medio
PS2,Antigo,Sports,Konami Digital Entertainment,Baixissimo,Medio,Medio,Baixissimo,Medio
PS3,Medio,Racing,Electronic Arts,Baixo,Medio,Baixissimo,Baixo,Medio
